"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-05-16","14.54",,"0.00","0.0","0.0","74","87","61","  190","  200","29.1","36.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-05-17","20.13",,"0.37","0.0","0.0","78","84","62","  260","  260","38.9","50.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-05-18","19.01",,"0.00","0.0","0.0","74","78","48","  250","  230","35.1","47.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-05-19","16.11",,"0.23","0.0","0.0","48","50","43","   50","   50","28.0","35.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-05-20","10.51",,"0.34","0.0","0.0","51","64","48","  100","  100","21.9","25.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-05-21","12.75",,"0.05","0.0","0.0","61","65","51","  260","  250","23.0","29.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-05-22","12.75",,"0.01","0.0","0.0","58","73","48","  230","  230","23.0","31.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-05-23","6.71",,"0.33","0.0","0.0","61","62","55","  240","  230","17.0","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-05-24","14.09",,"0.17","0.0","0.0","57","62","53","   20","   30","23.0","30.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-05-25","8.72",,"0.00","0.0","0.0","59","69","52","  340","  340","18.1","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-05-26","7.61",,"0.53","0.0","0.0","60","71","52","   80","  100","16.1","19.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-05-27","5.37",,"0.00","0.0","0.0","62","78","52","   70","   70","14.1","17.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-05-28","6.93",,"0.00","0.0","0.0","68","77","56","  270","  290","19.9","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-05-29","11.63",,"0.00","0.0","0.0","69","77","55","  250","  260","30.0","38.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-05-30","11.63",,"0.00","0.0","0.0","64","74","54","  280","  270","23.9","36.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-05-31","10.51",,"0.00","0.0","0.0","64","74","52","  310","  280","21.9","29.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-06-01","4.70",,"0.00","0.0","0.0","66","81","51","  100","  320","14.1","18.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-06-02","5.37",,"0.00","0.0","0.0","71","86","53","   80","  100","16.1","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-06-03","6.04",,"0.00","0.0","0.0","73","84","57","  260","  250","21.9","30.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-06-04","8.50",,"0.00","0.0","0.0","80","92","66","  270","  260","21.0","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-06-05","14.09",,"0.00","0.0","0.0","70","75","59","   20","   30","25.1","32.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2017-06-06","13.87",,"0.00","0.0","0.0","65","76","54","   40","   10","21.9","32.0"
