"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-02-18","15.21",,"0.00","0.0","0.0","30","42","23","  170","  170","25.9","35.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-02-19","26.62",,"0.00","0.0","0.0","47","62","41","  250","  250","45.0","62.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-02-20","12.08",,"0.00","0.0","0.0","49","57","38","  270","  240","21.9","29.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-02-21","9.17",,"0.00","0.0","0.0","40","41","29","   40","   30","17.0","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-02-22","3.80",,"0.00","0.0","0.0","35","44","26","   70","  110","13.0","15.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-02-23","6.71",,"0.00","0.0","0.0","36","45","26","   40","   40","17.0","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-02-24","22.82",,"0.15","1.7","0.0","35","36","32","   20","   30","32.0","44.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-02-25","16.55",,"0.00","0.0","0.0","33","37","31","  330","  330","28.0","34.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-02-26","9.40",,"0.00","0.0","0.0","31","33","24","  260","  240","15.0","18.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-02-27","14.99",,"0.00","0.0","0.0","37","54","28","  250","  240","23.9","32.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-02-28","19.91",,"0.08","0.0","0.0","52","62","36","  320","  220","31.1","40.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-02-29","14.99",,"0.00","0.0","0.0","41","52","28","  310","  250","23.9","31.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-03-01","17.00",,"0.10","1.0","0.0","28","30","18","  330","   30","25.9","35.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-03-02","6.71",,"0.00","0.0","1.2","21","32","11","  240","  290","15.0","18.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-03-03","8.72",,"0.07","0.8","1.2","30","33","27","   20","   30","15.0","19.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-03-04","7.16",,"0.07","0.8","0.0","30","39","20","  160","  160","18.1","21.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-03-05","7.83",,"0.00","0.0","1.2","33","39","29","  340","   10","15.0","21.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-03-06","14.32",,"0.00","0.0","0.0","39","52","33","  190","  190","25.9","31.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-03-07","13.42",,"0.03","0.0","0.0","51","63","44","  200","  200","23.0","27.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-03-08","16.78",,"0.00","0.0","0.0","62","70","58","  220","  220","25.9","34.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-03-09","10.07",,"0.18","0.0","0.0","61","63","48","  200","  200","21.9","27.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-03-10","7.16",,"0.00","0.0","0.0","49","51","37","   10","   50","13.0","18.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-03-11","5.37",,"0.00","0.0","0.0","43","55","34","   80","   80","12.1","16.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-03-12","4.70",,"0.00","0.0","0.0","43","59","33","   80","   50","12.1","14.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-03-13","9.17",,"0.66","0.0","0.0","47","48","43","   70","   70","19.9","27.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-03-14","4.92",,"0.01","0.0","0.0","47","55","43","  330","  330","14.1","16.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-03-15","12.53",,"0.14","0.0","0.0","49","58","46","  110","  130","28.0","33.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-03-16","23.26",,"0.04","0.0","0.0","53","56","45","  260","  250","40.9","53.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-03-17","15.43",,"0.00","0.0","0.0","47","56","40","  270","  280","30.0","40.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-03-18","9.17",,"0.00","0.0","0.0","41","49","32","  290","   60","16.1","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-03-19","8.72",,"0.00","0.0","0.0","38","46","35","   60","   30","17.0","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-03-20","8.05",,"0.00","0.0","0.0","37","44","30","   40","   40","18.1","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-03-21","7.16",,"0.00","0.0","0.0","38","49","28","  240","  270","14.1","18.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-03-22","11.63",,"0.00","0.0","0.0","48","63","40","  210","  210","23.0","31.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-03-23","14.54",,"0.11","0.0","0.0","42","42","36","   40","   50","21.0","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-03-24","14.99",,"1.09","0.0","0.0","37","39","30","  350","  360","23.9","33.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-03-25","6.71",,"0.00","0.0","0.0","35","48","28","   90","   90","13.0","18.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-03-26","7.83",,"0.00","0.0","0.0","40","54","31","  100","   60","15.0","19.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-03-27","9.62",,"0.32","0.0","0.0","47","63","36","  320","  320","21.0","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-03-28","10.29",,"0.00","0.0","0.0","45","53","35","  300","  300","21.0","25.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-03-29","6.71",,"0.00","0.0","0.0","44","58","31","  130","  130","17.0","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-03-30","16.11",,"0.13","0.0","0.0","49","62","42","  190","  200","28.0","36.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-03-31","17.22",,"0.39","0.0","0.0","60","67","44","  200","  200","36.0","44.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-04-01","9.17",,"0.08","0.0","0.0","45","49","35","  290","  280","25.9","33.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-04-02","17.90",,"0.02","0.3","0.0","35","40","27","  330","  290","42.9","53.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-04-03","17.00",,"0.00","0.0","0.0","40","71","26","  240","  250","35.1","46.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-04-04","13.42",,"0.00","0.0","0.0","41","38","29","   10","   10","23.9","30.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-04-05","10.51",,"0.02","0.0","0.0","33","45","24","  140","  150","23.0","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-04-06","10.51",,"0.31","0.0","0.0","44","50","40","  330","  320","23.0","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-04-07","14.32",,"0.06","0.1","0.0","40","41","33","  330","  340","23.0","30.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-04-08","14.09",,"0.10","0.7","0.0","37","41","26","  300","  300","32.0","40.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-04-09","12.30",,"0.00","0.0","0.0","30","38","22","  340","  360","21.9","27.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-04-10","14.99",,"0.10","0.0","0.0","37","50","33","  200","  200","25.1","36.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-04-11","12.30",,"0.00","0.0","0.0","48","51","36","  290","  310","23.9","35.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-04-12","8.05",,"0.00","0.0","0.0","40","47","30","  100","   90","15.0","19.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-04-13","7.16",,"0.00","0.0","0.0","43","56","34","  100","  100","17.0","21.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-04-14","8.05",,"0.00","0.0","0.0","48","61","37","  100","  120","16.1","19.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-04-15","7.83",,"0.00","0.0","0.0","53","68","42","   70","   60","14.1","16.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-04-16","6.71",,"0.00","0.0","0.0","58","76","41","   70","   60","15.0","19.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-04-17","5.37",,"0.00","0.0","0.0","62","79","45","  100","  100","18.1","21.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-04-18","4.92",,"0.00","0.0","0.0","66","83","49","   40","   70","15.0","18.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-04-19","11.41",,"0.00","0.0","0.0","54","57","46","   40","   40","21.0","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-04-20","9.62",,"0.48","0.0","0.0","58","71","51","  190","  180","18.1","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-04-21","7.16",,"0.01","0.0","0.0","62","70","50","  240","  250","30.0","36.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-04-22","11.86",,"0.00","0.0","0.0","51","54","41","   10","   10","25.1","30.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-04-23","7.38",,"0.00","0.0","0.0","48","60","38","  100","   70","13.0","21.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-04-24","8.95",,"0.00","0.0","0.0","56","78","41","  190","  180","18.1","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-04-25","12.53",,"0.08","0.0","0.0","69","83","58","  210","  220","25.1","35.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-04-26","13.65",,"0.00","0.0","0.0","53","68","42","   30","   30","23.0","29.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-04-27","14.09",,"0.47","0.0","0.0","44","49","41","   50","   50","23.0","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-04-28","10.51",,"0.45","0.0","0.0","45","50","42","   70","   70","21.9","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-04-29","8.95",,"0.01","0.0","0.0","44","51","41","   40","   70","17.0","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-04-30","13.42",,"0.61","0.0","0.0","45","48","43","   60","   60","23.0","30.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-05-01","12.08",,"0.51","0.0","0.0","45","49","42","   40","   60","17.0","30.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-05-02","10.51",,"0.00","0.0","0.0","49","59","42","   50","   50","18.1","23.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-05-03","9.40",,"0.00","0.0","0.0","53","67","40","  260","  270","18.1","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-05-04","13.87",,"0.40","0.0","0.0","52","57","42","   20","   30","29.1","38.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-05-05","9.17",,"0.00","0.0","0.0","49","61","41","  360","   30","21.9","29.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-05-06","7.83",,"0.00","0.0","0.0","59","82","42","  290","  290","16.1","21.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-05-07","12.75",,"0.02","0.0","0.0","65","70","44","   20","   30","32.0","40.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-05-08","5.82",,"0.00","0.0","0.0","55","71","41","  190","  200","14.1","18.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-05-09","12.97",,"0.59","0.0","0.0","56","58","50","  120","  110","25.1","30.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-05-10","8.95",,"0.79","0.0","0.0","54","63","51","  120","  110","21.0","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-05-11","6.71",,"0.19","0.0","0.0","58","69","51","   60","   60","13.0","16.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-05-12","10.74",,"0.48","0.0","0.0","61","70","53","  290","  270","23.0","30.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-05-13","10.29",,"0.68","0.0","0.0","58","66","43","  330","  340","29.1","36.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-05-14","13.87",,"0.00","0.0","0.0","46","47","41","  310","  320","23.9","30.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-05-15","9.84",,"0.00","0.0","0.0","45","55","35","  330","  310","21.9","31.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-05-16","13.87",,"0.00","0.0","0.0","56","70","46","  240","  240","23.0","29.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-05-17","9.62",,"0.00","0.0","0.0","54","57","44","   20","   20","19.9","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-05-18","6.93",,"0.00","0.0","0.0","52","65","41","   50","   60","15.0","19.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-05-19","5.14",,"0.00","0.0","0.0","55","69","39","   50","   70","14.1","16.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-05-20","6.93",,"0.00","0.0","0.0","58","68","44","   40","   40","15.0","19.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-05-21","8.28",,"0.00","0.0","0.0","62","75","53","   40","   40","21.0","25.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-05-22","8.28",,"0.00","0.0","0.0","66","77","53","   40","   80","14.1","19.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-05-23","6.71",,"0.00","0.0","0.0","66","81","48","  150","  150","18.1","21.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-05-24","10.96",,"0.00","0.0","0.0","72","86","60","  190","  210","21.9","28.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-05-25","9.62",,"0.95","0.0","0.0","76","86","64","  220","  220","32.0","38.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-05-26","8.28",,"0.00","0.0","0.0","71","83","62","  210","  200","16.1","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-05-27","11.63",,"0.13","0.0","0.0","74","81","66","  180","  180","28.0","38.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-05-28","14.54",,"0.13","0.0","0.0","73","81","64","  200","  180","23.9","33.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-05-29","10.96",,"0.00","0.0","0.0","72","79","63","  240","  250","21.9","27.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-05-30","6.71",,"0.00","0.0","0.0","74","87","63","  320","  330","16.1","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-05-31","8.28",,"0.56","0.0","0.0","73","83","63","  260","  260","29.1","38.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-06-01","6.49",,"0.42","0.0","0.0","68","79","62","  120","  130","14.1","18.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-06-02","6.93",,"0.00","0.0","0.0","70","79","57","  260","  250","17.0","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-06-03","3.80",,"0.00","0.0","0.0","70","84","55","  140","  260","12.1","15.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-06-04","6.93",,"0.41","0.0","0.0","69","72","62","  190","  170","15.0","19.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-06-05","12.30",,"0.05","0.0","0.0","68","79","61","  260","  280","23.0","33.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-06-06","12.53",,"0.00","0.0","0.0","71","82","59","  300","  290","25.9","35.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-06-07","10.07",,"0.00","0.0","0.0","63","67","51","  310","  320","17.0","21.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-06-08","7.16",,"0.00","0.0","0.0","61","70","52","   60","   60","15.0","18.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-06-09","6.71",,"0.21","0.0","0.0","61","72","53","   40","   70","15.0","18.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-06-10","9.62",,"0.10","0.0","0.0","74","90","63","  230","  220","21.9","31.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-06-11","8.28",,"0.00","0.0","0.0","82","91","71","  230","  260","17.0","23.0"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-06-12","13.20",,"0.00","0.0","0.0","71","79","59","   20","   10","25.9","31.1"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-06-13","4.92",,"0.02","0.0","0.0","68","86","54","   40","   50","15.0","19.9"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2016-06-14","9.40",,"0.00","0.0","0.0","74","87","64","  150","  150","18.1","23.0"
